Username,Last name,First name,Email address,Status,Started,Completed,Duration,Grade/100.00,Question 1,Response 1,Right answer 1
id_85432856,Whitehead,Alexander,a.whitehead@student.example.com,Finished,6 June 2025  6:54 PM,6 June 2025  7:02 PM,7 mins 54 secs,100.0,Option: graph A   ,"Seed: 905690; ans1: 0.3 [score]; ans2: ""REDACTED STUDENT TEXT ANSWERS"" [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | ATGTE_true. | prt2-1-T","Seed: 905690; ans1: 0.3 [score]; ans2: ""Any reflection"" [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | ATGTE_true. | prt2-1-T"
id_98909797,Berry,George,g.berry@student.example.com,Finished,6 June 2025  9:11 PM,6 June 2025  9:55 PM,43 mins 52 secs,97.0,Option 1: country C    Option 2: country C   ,"Seed: 786811; ans1: 10363349712.0 [score]; ans3: 3386670732.1 [score]; ans5: 5720536635.6 [score]; ans7: 6321231739.8 [score]; ans9: 192723091.9 [score]; ans11: 100 [score]; ans13: 100 [score]; ans2: 3363587739633.4 [score]; ans4: 973012012470.6 [score]; ans6: 1964261782880.4 [score]; ans8: 1782980609876.5 [score]; ans10: 179020240303.9 [score]; ans12: 4600 [score]; ans14: 4700 [score]; ans15: ""REDACTED STUDENT TEXT ANSWERS"" [score]; prt1: # = 1 | prt1-1-T; prt3: # = 1 | prt3-1-T; prt5: # = 1 | prt5-1-T; prt7: # = 1 | prt7-1-T; prt9: # = 0 | prt9-1-F | prt9-2-T; prt11: # = 1 | prt11-1-T; prt13: # = 1 | prt13-1-T; prt2: # = 1 | prt2-1-T; prt4: # = 1 | prt4-1-T; prt6: # = 1 | prt6-1-T; prt8: # = 1 | prt8-1-T; prt10: # = 1 | prt10-1-T; prt12: # = 1 | prt12-1-T; prt14: # = 1 | prt14-1-T; prt15: # = 1 | ATGTE_true. | prt15-1-T","Seed: 786811; ans1: 1.0363349712E+10 [score]; ans3: 3.3866707321E+9 [score]; ans5: 5.720536635600001E+9 [score]; ans7: 6.321231739800001E+9 [score]; ans9: -1.927230919E+8 [score]; ans11: 100 [score]; ans13: 100 [score]; ans2: 3.3635877396334E+12 [score]; ans4: 9.730120124706E+11 [score]; ans6: 1.9642617828804E+12 [score]; ans8: 1.7829806098765E+12 [score]; ans10: 1.790202403039E+11 [score]; ans12: 4600 [score]; ans14: 4800 [score]; ans15: ""Any reflection"" [score]; prt1: # = 1 | prt1-1-T; prt3: # = 1 | prt3-1-T; prt5: # = 1 | prt5-1-T; prt7: # = 1 | prt7-1-T; prt9: # = 1 | prt9-1-T; prt11: # = 1 | prt11-1-T; prt13: # = 1 | prt13-1-T; prt2: # = 1 | prt2-1-T; prt4: # = 1 | prt4-1-T; prt6: # = 1 | prt6-1-T; prt8: # = 1 | prt8-1-T; prt10: # = 1 | prt10-1-T; prt12: # = 1 | prt12-1-T; prt14: # = 1 | prt14-1-T; prt15: # = 1 | ATGTE_true. | prt15-1-T"
id_34152306,Bridges,Joseph,j.bridges@student.example.com,Finished,6 June 2025  9:12 PM,6 June 2025  10:13 PM,1 hour 1 min,94.0,Option 1: country C    Option 2: country E   ,"Seed: 288938; ans1: 10363349712.1 [score]; ans3: 3386670732.1 [score]; ans5: 5720536635.6 [score]; ans7: 6321231739.8 [score]; ans9: -192723091.9 [score]; ans11: 100 [score]; ans13: 100 [score]; ans2: 1238198791207.3 [score]; ans4: 402523253779.2 [score]; ans6: 463106247223.7 [score]; ans8: 387533147572.3 [score]; ans10: -84354211256.0 [score]; ans12: 1800 [score]; ans14: 1700 [score]; ans15: ""REDACTED STUDENT TEXT ANSWERS"" [score]; prt1: # = 0 | prt1-1-F; prt3: # = 1 | prt3-1-T; prt5: # = 1 | prt5-1-T; prt7: # = 1 | prt7-1-T; prt9: # = 1 | prt9-1-T; prt11: # = 1 | prt11-1-T; prt13: # = 1 | prt13-1-T; prt2: # = 1 | prt2-1-T; prt4: # = 1 | prt4-1-T; prt6: # = 1 | prt6-1-T; prt8: # = 1 | prt8-1-T; prt10: # = 0 | prt10-1-F | prt10-2-F; prt12: # = 1 | prt12-1-T; prt14: # = 1 | prt14-1-T; prt15: # = 1 | ATGTE_true. | prt15-1-T","Seed: 288938; ans1: 1.0363349712E+10 [score]; ans3: 3.3866707321E+9 [score]; ans5: 5.720536635600001E+9 [score]; ans7: 6.321231739800001E+9 [score]; ans9: -1.927230919E+8 [score]; ans11: 100 [score]; ans13: 100 [score]; ans2: 1.2381987912073E+12 [score]; ans4: 4.025232537792E+11 [score]; ans6: 4.631062472237E+11 [score]; ans8: 3.875331475723E+11 [score]; ans10: -7.4354211256E+10 [score]; ans12: 1800 [score]; ans14: 1700 [score]; ans15: ""Any reflection"" [score]; prt1: # = 1 | prt1-1-T; prt3: # = 1 | prt3-1-T; prt5: # = 1 | prt5-1-T; prt7: # = 1 | prt7-1-T; prt9: # = 1 | prt9-1-T; prt11: # = 1 | prt11-1-T; prt13: # = 1 | prt13-1-T; prt2: # = 1 | prt2-1-T; prt4: # = 1 | prt4-1-T; prt6: # = 1 | prt6-1-T; prt8: # = 1 | prt8-1-T; prt10: # = 1 | prt10-1-T; prt12: # = 1 | prt12-1-T; prt14: # = 1 | prt14-1-T; prt15: # = 1 | ATGTE_true. | prt15-1-T"
id_68247223,Flowers,Brittany,b.flowers@student.example.com,Finished,6 June 2025  9:13 PM,6 June 2025  10:08 PM,55 mins 12 secs,100.0,Option 1: country D    Option 2: country A   ,"Seed: 349483; ans1: 46902558578.3 [score]; ans3: 21022891857.3 [score]; ans5: 29371942664.7 [score]; ans7: 31210285206.4 [score]; ans9: -2095000000.0 [score]; ans11: 100 [score]; ans13: 100 [score]; ans2: 353878861654.6 [score]; ans4: 45606704091.0 [score]; ans6: 75644808538.0 [score]; ans8: 84508256649.2 [score]; ans10: -17318400000.0 [score]; ans12: 400 [score]; ans14: 400 [score]; ans15: ""REDACTED STUDENT TEXT ANSWERS"" [score]; prt1: # = 1 | prt1-1-T; prt3: # = 1 | prt3-1-T; prt5: # = 1 | prt5-1-T; prt7: # = 1 | prt7-1-T; prt9: # = 1 | prt9-1-T; prt11: # = 1 | prt11-1-T; prt13: # = 1 | prt13-1-T; prt2: # = 1 | prt2-1-T; prt4: # = 1 | prt4-1-T; prt6: # = 1 | prt6-1-T; prt8: # = 1 | prt8-1-T; prt10: # = 1 | prt10-1-T; prt12: # = 1 | prt12-1-T; prt14: # = 1 | prt14-1-T; prt15: # = 1 | ATGTE_true. | prt15-1-T","Seed: 349483; ans1: 4.69025585784E+10 [score]; ans3: 2.10228918572E+10 [score]; ans5: 2.93719426647E+10 [score]; ans7: 3.12102852064E+10 [score]; ans9: -2.095E+9 [score]; ans11: 200 [score]; ans13: 200 [score]; ans2: 3.538788616546E+11 [score]; ans4: 4.560670409100001E+10 [score]; ans6: 7.5644808538E+10 [score]; ans8: 8.45082566492E+10 [score]; ans10: -1.73184E+10 [score]; ans12: 500 [score]; ans14: 500 [score]; ans15: ""Any reflection"" [score]; prt1: # = 1 | prt1-1-T; prt3: # = 1 | prt3-1-T; prt5: # = 1 | prt5-1-T; prt7: # = 1 | prt7-1-T; prt9: # = 1 | prt9-1-T; prt11: # = 1 | prt11-1-T; prt13: # = 1 | prt13-1-T; prt2: # = 1 | prt2-1-T; prt4: # = 1 | prt4-1-T; prt6: # = 1 | prt6-1-T; prt8: # = 1 | prt8-1-T; prt10: # = 1 | prt10-1-T; prt12: # = 1 | prt12-1-T; prt14: # = 1 | prt14-1-T; prt15: # = 1 | ATGTE_true. | prt15-1-T"
id_79192121,Mercado,Donald,d.mercado@student.example.com,Finished,6 June 2025  9:56 PM,8 June 2025  12:02 PM,1 day 14 hours,100.0,Option: graph A   ,"Seed: 825959; ans1: 0.3 [score]; ans2: ""REDACTED STUDENT TEXT ANSWERS"" [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | ATGTE_true. | prt2-1-T","Seed: 825959; ans1: 0.3 [score]; ans2: ""Any reflection"" [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | ATGTE_true. | prt2-1-T"
id_99473565,Williams,Monica,m.williams@student.example.com,Finished,7 June 2025  3:44 AM,9 June 2025  2:28 PM,2 days 10 hours,100.0,Option: graph D   ,"Seed: 144683; ans1: 0.5 [score]; ans2: ""REDACTED STUDENT TEXT ANSWERS"" [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | ATGTE_true. | prt2-1-T","Seed: 144683; ans1: 0.5 [score]; ans2: ""Any reflection"" [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | ATGTE_true. | prt2-1-T"
id_61318179,Davis,Julia,j.davis@student.example.com,Finished,7 June 2025  9:02 AM,7 June 2025  9:19 AM,17 mins 34 secs,100.0,Option: graph C   ,"Seed: 997552; ans1: 0.2 [score]; ans2: ""REDACTED STUDENT TEXT ANSWERS"" [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | ATGTE_true. | prt2-1-T","Seed: 997552; ans1: 0.2 [score]; ans2: ""Any reflection"" [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | ATGTE_true. | prt2-1-T"
id_54729471,Glenn,Erin,e.glenn@student.example.com,Finished,7 June 2025  11:31 AM,7 June 2025  11:59 AM,28 mins 31 secs,94.0,Option 1: country F    Option 2: country E   ,"Seed: 253286; ans1: 92298501634.7 [score]; ans3: 39125671095.3 [score]; ans5: 25671810041.7 [score]; ans7: 34583172567.9 [score]; ans9: 5437600000 [score]; ans11: 200 [score]; ans13: 200 [score]; ans2: 1238198791207.3 [score]; ans4: 402523253779.2 [score]; ans6: 463106247223.7 [score]; ans8: 387533147572.3 [score]; ans10: 74354211256 [score]; ans12: 1800 [score]; ans14: 1700 [score]; ans15: ""REDACTED STUDENT TEXT ANSWERS"" [score]; prt1: # = 1 | prt1-1-T; prt3: # = 1 | prt3-1-T; prt5: # = 1 | prt5-1-T; prt7: # = 1 | prt7-1-T; prt9: # = 0 | prt9-1-F | prt9-2-T; prt11: # = 1 | prt11-1-T; prt13: # = 1 | prt13-1-T; prt2: # = 1 | prt2-1-T; prt4: # = 1 | prt4-1-T; prt6: # = 1 | prt6-1-T; prt8: # = 1 | prt8-1-T; prt10: # = 0 | prt10-1-F | prt10-2-T; prt12: # = 1 | prt12-1-T; prt14: # = 1 | prt14-1-T; prt15: # = 1 | ATGTE_true. | prt15-1-T","Seed: 253286; ans1: 9.229850163469999E+10 [score]; ans3: 3.91256710953E+10 [score]; ans5: 2.56718100417E+10 [score]; ans7: 3.45831725679E+10 [score]; ans9: -5.4376E+9 [score]; ans11: 200 [score]; ans13: 200 [score]; ans2: 1.2381987912073E+12 [score]; ans4: 4.025232537792E+11 [score]; ans6: 4.631062472237E+11 [score]; ans8: 3.875331475723E+11 [score]; ans10: -7.4354211256E+10 [score]; ans12: 1800 [score]; ans14: 1700 [score]; ans15: ""Any reflection"" [score]; prt1: # = 1 | prt1-1-T; prt3: # = 1 | prt3-1-T; prt5: # = 1 | prt5-1-T; prt7: # = 1 | prt7-1-T; prt9: # = 1 | prt9-1-T; prt11: # = 1 | prt11-1-T; prt13: # = 1 | prt13-1-T; prt2: # = 1 | prt2-1-T; prt4: # = 1 | prt4-1-T; prt6: # = 1 | prt6-1-T; prt8: # = 1 | prt8-1-T; prt10: # = 1 | prt10-1-T; prt12: # = 1 | prt12-1-T; prt14: # = 1 | prt14-1-T; prt15: # = 1 | ATGTE_true. | prt15-1-T"
id_45998777,Barnett,Melvin,m.barnett@student.example.com,Finished,7 June 2025  11:48 AM,11 June 2025  4:01 PM,4 days 4 hours,64.0,Option 1: country E    Option 2: country B   ,"Seed: 580759; ans1: 16662020236 [score]; ans3: 7290897287 [score]; ans5: 11264526288 [score]; ans7: 10312987263 [score]; ans9: 1306154294 [score]; ans11: 100 [score]; ans13: 100 [score]; ans2: 1637244131351 [score]; ans4: 489252368673 [score]; ans6: 714927640905 [score]; ans8: 724652002690 [score]; ans10: 29738308791 [score]; ans12: 2800 [score]; ans14: 2900 [score]; ans15: ""REDACTED STUDENT TEXT ANSWERS"" [score]; prt1: # = 0 | prt1-1-F; prt3: # = 1 | prt3-1-T; prt5: # = 0 | prt5-1-F; prt7: # = 0 | prt7-1-F; prt9: # = 0 | prt9-1-F | prt9-2-T; prt11: # = 1 | prt11-1-T; prt13: # = 1 | prt13-1-T; prt2: # = 0 | prt2-1-F; prt4: # = 0 | prt4-1-F; prt6: # = 1 | prt6-1-T; prt8: # = 1 | prt8-1-T; prt10: # = 0 | prt10-1-F | prt10-2-F; prt12: # = 0 | prt12-1-F | prt12-2-F | prt12-3-F; prt14: # = 1 | prt14-1-F | prt14-2-T; prt15: # = 1 | ATGTE_true. | prt15-1-T","Seed: 580759; ans1: 1.66620202361E+10 [score]; ans3: 7.290897287E+9 [score]; ans5: 1.12645262883E+10 [score]; ans7: 1.03129872633E+10 [score]; ans9: -1.306154294E+9 [score]; ans11: 100 [score]; ans13: 100 [score]; ans2: 1.6372441313511E+12 [score]; ans4: 4.892523686726E+11 [score]; ans6: 7.14927640905E+11 [score]; ans8: 7.246520026901E+11 [score]; ans10: -2.97383087913E+10 [score]; ans12: 2200 [score]; ans14: 2200 [score]; ans15: ""Any reflection"" [score]; prt1: # = 1 | prt1-1-T; prt3: # = 1 | prt3-1-T; prt5: # = 1 | prt5-1-T; prt7: # = 1 | prt7-1-T; prt9: # = 1 | prt9-1-T; prt11: # = 1 | prt11-1-T; prt13: # = 1 | prt13-1-T; prt2: # = 1 | prt2-1-T; prt4: # = 1 | prt4-1-T; prt6: # = 1 | prt6-1-T; prt8: # = 1 | prt8-1-T; prt10: # = 1 | prt10-1-T; prt12: # = 1 | prt12-1-T; prt14: # = 1 | prt14-1-T; prt15: # = 1 | ATGTE_true. | prt15-1-T"
id_29232207,Hernandez,Larry,l.hernandez@student.example.com,Finished,7 June 2025  11:56 AM,7 June 2025  12:21 PM,25 mins 3 secs,82.0,Option 1: country B    Option 2: country B   ,"Seed: 369358; ans1: 28112954684.6 [score]; ans3: 13835027097.3 [score]; ans5: 28319442900.3 [score]; ans7: 28497892006.4 [score]; ans9: -952107752.9 [score]; ans11: 42 [score]; ans13: 41 [score]; ans2: 1637244131351.1 [score]; ans4: 489252002690.1 [score]; ans6: 714927640905.0 [score]; ans8: 724652002690.1 [score]; ans10: -29738308791.3 [score]; ans12: 2117 [score]; ans14: 2087 [score]; ans15: ""REDACTED STUDENT TEXT ANSWERS"" [score]; prt1: # = 1 | prt1-1-T; prt3: # = 1 | prt3-1-T; prt5: # = 1 | prt5-1-T; prt7: # = 1 | prt7-1-T; prt9: # = 1 | prt9-1-T; prt11: # = 1 | prt11-1-T; prt13: # = 1 | prt13-1-T; prt2: # = 1 | prt2-1-T; prt4: # = 0 | prt4-1-F; prt6: # = 1 | prt6-1-T; prt8: # = 1 | prt8-1-T; prt10: # = 1 | prt10-1-T; prt12: # = 1 | prt12-1-T; prt14: # = 0 | prt14-1-F | prt14-2-F | prt14-3-F; prt15: # = 1 | ATGTE_true. | prt15-1-T","Seed: 369358; ans1: 2.81129546846E+10 [score]; ans3: 1.38350270973E+10 [score]; ans5: 2.83194429003E+10 [score]; ans7: 2.849789200640001E+10 [score]; ans9: -9.521077528999999E+8 [score]; ans11: 100 [score]; ans13: 100 [score]; ans2: 1.6372441313511E+12 [score]; ans4: 4.892523686726E+11 [score]; ans6: 7.14927640905E+11 [score]; ans8: 7.246520026901E+11 [score]; ans10: -2.97383087913E+10 [score]; ans12: 2200 [score]; ans14: 2200 [score]; ans15: ""Any reflection"" [score]; prt1: # = 1 | prt1-1-T; prt3: # = 1 | prt3-1-T; prt5: # = 1 | prt5-1-T; prt7: # = 1 | prt7-1-T; prt9: # = 1 | prt9-1-T; prt11: # = 1 | prt11-1-T; prt13: # = 1 | prt13-1-T; prt2: # = 1 | prt2-1-T; prt4: # = 1 | prt4-1-T; prt6: # = 1 | prt6-1-T; prt8: # = 1 | prt8-1-T; prt10: # = 1 | prt10-1-T; prt12: # = 1 | prt12-1-T; prt14: # = 1 | prt14-1-T; prt15: # = 1 | ATGTE_true. | prt15-1-T"
